img_name,command
IMG_00944.jpg,0
IMG_00952.jpg,1
IMG_00963.jpg,0
IMG_00972.jpg,1
IMG_00980.jpg,0
IMG_00989.jpg,0
IMG_00996.jpg,0
IMG_01006.jpg,1
IMG_01015.jpg,0
IMG_01023.jpg,1
IMG_01033.jpg,0
IMG_01041.jpg,2
IMG_01050.jpg,0
IMG_01061.jpg,0
IMG_01069.jpg,1
IMG_01081.jpg,1
IMG_01095.jpg,1
IMG_01105.jpg,0
IMG_01115.jpg,1
IMG_01124.jpg,0
IMG_01139.jpg,0
IMG_01149.jpg,0
IMG_01161.jpg,1
IMG_01170.jpg,2
IMG_01182.jpg,2
IMG_01194.jpg,0
IMG_01201.jpg,1
IMG_01211.jpg,0
IMG_01222.jpg,0
IMG_01230.jpg,1
IMG_01241.jpg,0
IMG_01251.jpg,0
IMG_01276.jpg,1
IMG_01288.jpg,0
IMG_01297.jpg,1
IMG_01307.jpg,0
IMG_01317.jpg,0
IMG_01327.jpg,0
IMG_01337.jpg,0
IMG_01345.jpg,1
IMG_01357.jpg,1
IMG_01368.jpg,0
IMG_01374.jpg,0
IMG_01384.jpg,0
IMG_01392.jpg,1
IMG_01401.jpg,0
IMG_01406.jpg,0
IMG_01412.jpg,0
IMG_01420.jpg,1
IMG_01428.jpg,0
IMG_01436.jpg,2
IMG_01445.jpg,1
IMG_01456.jpg,1
IMG_01465.jpg,0
IMG_01472.jpg,0
IMG_01483.jpg,0
IMG_01489.jpg,1
IMG_01500.jpg,1
IMG_01510.jpg,0
IMG_01520.jpg,0
IMG_01527.jpg,1
IMG_01537.jpg,2
IMG_01546.jpg,0
IMG_01555.jpg,0
IMG_01562.jpg,0
IMG_01569.jpg,0
IMG_01576.jpg,1
IMG_01586.jpg,1
IMG_01595.jpg,1
IMG_01604.jpg,1
IMG_01619.jpg,1
IMG_01628.jpg,0
IMG_01637.jpg,0
IMG_01647.jpg,0
IMG_01655.jpg,0
IMG_01662.jpg,2
IMG_01673.jpg,1
IMG_01682.jpg,0
IMG_01690.jpg,0
IMG_01697.jpg,0
IMG_01708.jpg,0
IMG_01714.jpg,1
IMG_01727.jpg,1
IMG_01737.jpg,0
IMG_01745.jpg,0
IMG_01752.jpg,1
IMG_01760.jpg,0
IMG_01770.jpg,1
IMG_01780.jpg,2
IMG_01789.jpg,0
IMG_01798.jpg,0
IMG_01805.jpg,1
IMG_01816.jpg,1
IMG_01826.jpg,0
IMG_01835.jpg,0
IMG_01844.jpg,0
IMG_01851.jpg,1
IMG_01861.jpg,0
IMG_01870.jpg,0
IMG_01879.jpg,1
IMG_01888.jpg,0
IMG_01898.jpg,0
IMG_01906.jpg,0
IMG_01913.jpg,0
IMG_01919.jpg,1
IMG_01927.jpg,0
IMG_01936.jpg,0
IMG_01945.jpg,0
IMG_01959.jpg,0
IMG_01965.jpg,1
IMG_01976.jpg,1
IMG_01988.jpg,0
IMG_01997.jpg,1
IMG_02003.jpg,2
IMG_02012.jpg,0
IMG_02022.jpg,1
IMG_02030.jpg,0
IMG_02040.jpg,2
IMG_02048.jpg,1
IMG_02059.jpg,0
IMG_02065.jpg,1
IMG_02074.jpg,1
IMG_02084.jpg,1
IMG_00071.jpg,0
IMG_00077.jpg,1
IMG_00084.jpg,2
IMG_00092.jpg,0
IMG_00100.jpg,0
IMG_00108.jpg,1
IMG_00116.jpg,2
IMG_00125.jpg,0
IMG_00133.jpg,0
IMG_00140.jpg,1
IMG_00148.jpg,0
IMG_00155.jpg,0
IMG_00162.jpg,0
IMG_00169.jpg,1
IMG_00181.jpg,0
IMG_00187.jpg,1
IMG_10195.jpg,0
IMG_00202.jpg,0
IMG_00209.jpg,0
IMG_00216.jpg,1
IMG_00225.jpg,0
IMG_00237.jpg,1
IMG_00246.jpg,0
IMG_10254.jpg,0
IMG_00261.jpg,0
IMG_00275.jpg,1
IMG_00283.jpg,0
IMG_00292.jpg,0
IMG_00299.jpg,1
IMG_00309.jpg,2
IMG_00317.jpg,0
IMG_00325.jpg,1
IMG_00333.jpg,0
IMG_00341.jpg,0
IMG_00347.jpg,0
IMG_00355.jpg,1
IMG_00364.jpg,0
IMG_10371.jpg,1
IMG_00380.jpg,0
IMG_00387.jpg,0
IMG_10400.jpg,1
IMG_00410.jpg,2
IMG_00443.jpg,0
IMG_00449.jpg,1
IMG_00458.jpg,0
IMG_00465.jpg,0
IMG_00472.jpg,0
IMG_00482.jpg,1
IMG_00492.jpg,0
IMG_10499.jpg,1
IMG_00508.jpg,1
IMG_00517.jpg,0
IMG_00536.jpg,1
IMG_00545.jpg,2
IMG_10553.jpg,0
IMG_10562.jpg,1
IMG_00570.jpg,2
IMG_00579.jpg,0
IMG_10587.jpg,1
IMG_00597.jpg,2
IMG_00605.jpg,0
IMG_00619.jpg,0
IMG_00625.jpg,1
IMG_00637.jpg,0
IMG_00644.jpg,1
IMG_10714.jpg,2
IMG_00726.jpg,2
IMG_00738.jpg,0
IMG_10750.jpg,0
IMG_00773.jpg,1
IMG_00797.jpg,1
IMG_00808.jpg,1
IMG_00817.jpg,1
IMG_00830.jpg,0
IMG_00840.jpg,0
IMG_00885.jpg,2
IMG_00894.jpg,2
IMG_00903.jpg,2
IMG_00916.jpg,2
IMG_00926.jpg,1
IMG_00935.jpg,0
IMG_00946.jpg,0
IMG_00964.jpg,1
IMG_00973.jpg,1
IMG_00982.jpg,1
IMG_00991.jpg,1
IMG_01001.jpg,1
IMG_01010.jpg,1
IMG_00059.jpg,1
IMG_00068.jpg,1
IMG_00080.jpg,1
IMG_00089.jpg,0
IMG_00115.jpg,2
IMG_20125.jpg,2
IMG_00141.jpg,2
IMG_00150.jpg,1
IMG_00166.jpg,1
IMG_00177.jpg,0
IMG_00185.jpg,1
IMG_00220.jpg,1
IMG_00229.jpg,1
IMG_00239.jpg,1
IMG_00247.jpg,1
IMG_00256.jpg,1
IMG_00266.jpg,1
IMG_00276.jpg,1
IMG_00287.jpg,1
IMG_00328.jpg,2
IMG_20341.jpg,2
IMG_00349.jpg,1
IMG_00378.jpg,1
IMG_00385.jpg,1
IMG_00393.jpg,1
IMG_00402.jpg,1
IMG_00415.jpg,0
IMG_00423.jpg,0
IMG_00431.jpg,2
IMG_20439.jpg,1
IMG_20448.jpg,1
IMG_20456.jpg,0
IMG_00464.jpg,0
IMG_00474.jpg,1
IMG_00483.jpg,0
IMG_00505.jpg,2
IMG_00525.jpg,0
IMG_00532.jpg,1
IMG_00540.jpg,1
IMG_00551.jpg,1
IMG_00561.jpg,0
IMG_20570.jpg,0
IMG_00577.jpg,0
IMG_00608.jpg,1
IMG_00617.jpg,1
IMG_00629.jpg,0
IMG_20637.jpg,0
IMG_00645.jpg,0
